ids,Pregunta,Respuesta,Metadata
54,¿Puedo descargar un certificado de mi seguro misceláneos desde la página web?,"Descargue la certificacion de su seguro su seguro miscelaneos desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija miscelaneos

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
55,¿Cómo consigo una copia del certificado de mi seguro misceláneos en línea?,"Descargue la certificacion de su seguro su seguro miscelaneos desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija miscelaneos

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
56,¿Cómo accedo al certificado de mi seguro misceláneos en el portal de la aseguradora?,"Descargue la certificacion de su seguro su seguro miscelaneos desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija miscelaneos

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
57,¿Dónde se descarga el certificado del seguro misceláneos en el sitio web?,"Descargue la certificacion de su seguro su seguro miscelaneos desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija miscelaneos

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
58,¿Me pueden guiar para descargar la certificación de mi seguro misceláneos?,"Descargue la certificacion de su seguro su seguro miscelaneos desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija miscelaneos

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
59,¿Cómo descargo una certificación de mi seguro de navegacion?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
60,¿Cómo obtengo un certificado de mi seguro de navegación?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
61,¿Dónde puedo descargar la certificación de mi seguro de navegación?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
62,¿Cómo puedo bajar el certificado de mi seguro de navegación?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
63,¿Dónde encuentro la opción para descargar el certificado de mi seguro de navegación?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
64,¿Cuál es el procedimiento para obtener la certificación de mi seguro de navegación?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
65,¿Puedo descargar un certificado de mi seguro de navegación desde el sitio web?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
66,¿Cómo consigo una copia del certificado de mi seguro de navegación en línea?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
67,¿Cómo accedo al certificado de mi seguro de navegación en el portal de la aseguradora?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
68,¿Dónde se descarga el certificado del seguro de navegación en la página web?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
69,¿Me pueden guiar para descargar la certificación de mi seguro de navegación?,"Descargue la certificacion de su seguro su seguro de navegación desde este portal siguiendo estos pasos:
1. Dirijase a la seccion Mis certificaciones y en el filtro de ¿Para que necesita su certificacion? elija la opcion que mas se ajuste a su necesidad.
2. Luego, en el filtro Seleccione el producto a certificar elija navegación

¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electronico.

En caso de no encontrar la certificacion que desea, por favor comuniquese con nosotros al #322 donde un asesor podra ayudarle.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
70,¿Cómo descargo una certificación de mi seguro plan tutor?,"Descargue la certificación de su seguro plan tutor, desde este portal siguiendo estos pasos: 
 1. Diríjase a la sección 'Mis certificaciones' y en el filtro de '¿Para qué necesita su certificación?' elija la opción que más se ajuste a su necesidad.
 2. Luego, en el filtro 'Seleccione el producto a certificar' elija el seguro plan tutor
 ¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electrónico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
71,¿Cómo obtengo un certificado de mi seguro Plan Tutor?,"Descargue la certificación de su seguro plan tutor, desde este portal siguiendo estos pasos: 
 1. Diríjase a la sección 'Mis certificaciones' y en el filtro de '¿Para qué necesita su certificación?' elija la opción que más se ajuste a su necesidad.
 2. Luego, en el filtro 'Seleccione el producto a certificar' elija el seguro plan tutor
 ¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electrónico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
72,¿Dónde puedo descargar la certificación de mi seguro Plan Tutor?,"Descargue la certificación de su seguro plan tutor, desde este portal siguiendo estos pasos: 
 1. Diríjase a la sección 'Mis certificaciones' y en el filtro de '¿Para qué necesita su certificación?' elija la opción que más se ajuste a su necesidad.
 2. Luego, en el filtro 'Seleccione el producto a certificar' elija el seguro plan tutor
 ¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electrónico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
73,¿Cómo puedo bajar el certificado de mi seguro Plan Tutor?,"Descargue la certificación de su seguro plan tutor, desde este portal siguiendo estos pasos: 
 1. Diríjase a la sección 'Mis certificaciones' y en el filtro de '¿Para qué necesita su certificación?' elija la opción que más se ajuste a su necesidad.
 2. Luego, en el filtro 'Seleccione el producto a certificar' elija el seguro plan tutor
 ¡Y listo! Ahora puede guardar el archivo PDF, visualizarlo o enviarlo por correo electrónico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
